Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Rencontre avec un auteur;Rencontre avec L'auteur Sylvie Krier;auteur;Médiathèque de Barbentane;13570;Barbentane;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Rencontre d'auteur(s) et dédicace;18;99;Entrée libre
L'extravagante nuit Fitzgerald : Entrée des artistes - Médiathèque municipale de Tréfilerie;"Lectures offertes pour les plus jeunes sur la danse, la musique...Jeu ""L'extravagant p'tit bac"" pour les plus grands !";"années 20;littérature;lecture";Bibliothèque municipale Tréfilerie;42100;Saint-Étienne;Auvergne-Rhône-Alpes;Loire;Lecture / Conte;;;Entrée libre
« Du rêve à la réalité » : exposition commentée sur Jules Verne;La bibliothèque-ludothèque vous propose une soirée exceptionnelle autour de Jules Verne animée par Stéphane Chéné, Ludois membre de la société Jules Verne.;"Jules Verne;exposition;dédicace;bande-dessinée;conférence";Bibliothèque municipale;72800;Le Lude;Pays de la Loire;Sarthe;Autre (précisez dans le champ ci-dessous);11;99;Entrée libre
Lectures : Petites histoires du soir;Histoires pour les tout-petits;"Lectures;Tout-petits;Histoires";Médiathèque Pierre-Amalric;81600;Gaillac;Occitanie;Tarn;Lecture / Conte;2;6;Entrée libre
"""Le feuilleton d'Hermès"" de Murielle Szac";Venez suivre le jeune dieu Hermès qui se mêle de tout et veut tout savoir! Une belle façon d'apprendre le vivre ensemble, l'importance de la solidarité et de la perséverance...;"lecture;enfants;mythologie;bibliothèque";Bibliothèque de Bénesse-Maremne;40230;Bénesse-Maremne;Nouvelle-Aquitaine;Landes;Lecture / Conte;5;99;Entrée libre
Les 3e racontent l’égalité aux cinquièmes;Raconter l'égalité entre les filles et les garçons;"lecture;égalité filles-garçons;nouvelles;haïkus";Collège Jean Moulin;87240;Ambazac;Nouvelle-Aquitaine;Haute-Vienne;Atelier;12;13;Sur inscription
Grand Domino de livres;Jeu de dominos où les dominos sont les livres;"jeu;livres;domino;enfants;parents";Centre social et culturel;77340;Pontault-Combault;Île-de-France;Seine-et-Marne;Atelier;6;97;Entrée libre
Lecture d'histoires dans le noir;Des histoires dans le noir pour de doux frissons;"lectures;histoires;romans;noir;obscurité;enfants";Centre social et culturel;77340;Pontault-Combault;Île-de-France;Seine-et-Marne;Lecture / Conte;5;7;Entrée libre
Soirée littéraire partagée;Soirée axée sur le partage de lectures et du repas. Préférence pour les nouvelles ou textes courts;"lecture;partage;soupe";Bibliothèque La pensée Sauvage;5800;Saint-Firmin;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Lecture / Conte;8;99;Entrée libre
Il fait jour à Wellington;Rencontre avec Amélie Lucas-Gary pour son nouveau roman Hic (Seuil) dont elle lit des passages.;;Médiathèque Marguerite Duras;75020;Paris;Île-de-France;Paris;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Lecture à voix haute;"Lecture à voix haute de morceaux choisis sur le thème ""L'homme et la Nature""";;Médiathèque de Lévignac-sur-Save;31530;Lévignac;Occitanie;Haute-Garonne;Lecture / Conte;;;Entrée libre
Scène ouverte animée pour des lectures de textes;Espace ouvert pour venir partager ses textes… ou ceux des autres;;Musée maritime;17000;La Rochelle;Nouvelle-Aquitaine;Charente-Maritime;Atelier;;;Entrée libre
Partager dans sa langue : jeu de piste;Vendredi 17 janvier, l'Atelier Canopé et ses partenaires vous proposeront des lectures multilingues et un parcours ludique reliant leurs espaces.;;Atelier Canopé;62000;Arras;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
La nuit dans toutes ses langues;Et si nous partagions quelques histoires de nuit ? Et si en une nuit nous faisions virevolter les mots et les langues ?;;Bibliothèque municipale de Chantonnay;85110;Chantonnay;Pays de la Loire;Vendée;Lecture / Conte;14;99;Sur inscription
Palmarès du concours Booktube;Le palmarès du concours proposé aux classes de CM et 6e, sera révélé;;Bibliothèque Le Colombier;85700;Pouzauges;Pays de la Loire;Vendée;Concours;7;99;Entrée libre
Soirée Jeux;Venez partager un moment de convivialité et de bonne humeur. Auberge espagnole.;"Jeux de société;Jeux coopératifs;Casse-têtes";Médiathèque municipale;11370;Leucate;Occitanie;Aude;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Entrée libre
L'extravagante nuit Fitzgerald : Les silencieux;Le collectif SKENN interroge le côté obscur des années 20. De Zelda dans l'ombre de Scott, aux zoos humains des expositions coloniales, pour une autre réalité des années folles.;"collectif skenn;années 20;performance";Bibliothèque universitaire Tréfilerie;42100;Saint-Étienne;Auvergne-Rhône-Alpes;Loire;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
"La nuit se glisse…Atelier ""Tricot""";"Atelier ""Tricot""";tricot   collectif;Bibliothèque A.B.C;76740;Sotteville-sur-Mer;Normandie;Seine-Maritime;Atelier;;99;Entrée libre
Lectures pour enfants au coin du feu;Séance de contes pour enfants, à partir de 3 ans. Doudous acceptés !;"lectures;contes;histoires;enfants;doudou";Médiathèque Le Parnasse;68300;Saint-Louis;Grand Est;Haut-Rhin;Lecture / Conte;3;11;Sur inscription
Ecouter, lire autrement;Séance de lectures, tout public, blottis sur des coussins et couvertures, lumière douce.;"lectures;histoires;contes;coussin;cocooning";Médiathèque Le Parnasse;68300;Saint-Louis;Grand Est;Haut-Rhin;Lecture / Conte;12;99;Sur inscription
Pêche aux livres;Pêche aux livres pour les petits;"étoiles;jeu de piste";Bibliothèque d'Esparros;65130;Esparros;Occitanie;Hautes-Pyrénées;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Ciné-lecture;Lecture extraits de Fahrenheit 451;ciné-lecture;Centre culturel Pierre Belon;25700;Valentigney;Bourgogne-Franche-Comté;Doubs;Autre (précisez dans le champ ci-dessous);7;99;Sur inscription
Escape game;Vous devez vous échapper d'une salle de la médiathèque dans laquelle vous êtes enfermé(e)... Pour cela, résolvez l'énigme ! Bonne chance !;"jeu;escape game";Médiathèque Albert Gabriel;10200;Bar-sur-Aube;Grand Est;Aube;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;99;Sur inscription
Ateliers de lecture;"L'Association ""Lire et Faire lire"" sera présente de 15h à 18h pour lire des contes aux enfants de 1an à 10 ans.";Lecture - Contes - Enfants;Librairie L'Armitière;76000;Rouen;Normandie;Seine-Maritime;Lecture / Conte;1;10;Entrée libre
Au pays de la nuit;Séance de bébés lecteurs pour les enfants de 0 à 3 ans : des lectures d'albums sur le thème de la nuit qui prennent vie grâce à un raconte-tapis;"bébés-;lectures-;nuit-";Bibliothèque municipale Le Bateau Livre;87000;Limoges;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;;3;Sur inscription
Lectures à deux voix;A l'approche de la nuit, laissez-vous transporter par les histoires racontées par Marina et Fabienne.;"letures;voix;nuit;famille;enfants;histoires";Médiathèque Le champ des mots;22490;Plouër-sur-Rance;Bretagne;Côtes-d'Armor;Lecture / Conte;;;Entrée libre
Projection;Projections;"projection;cinéma;films;bande dessinée;courtsmétrages";Médiathèque Albert Camus;6160;Antibes;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Projection;;;Entrée libre
Lectures autour d'une soupe;Lectures autour d'une soupe;"Soupe;lectures;Moment convivial";Médiathèque Guy de Maupassant;76190;Yvetot;Normandie;Seine-Maritime;Lecture / Conte;;;Entrée libre
Scène ouverte;Venez lire à voix haute des textes courts.;"Lectures;Scène ouverte";Médiathèque Guy de Maupassant;76190;Yvetot;Normandie;Seine-Maritime;Lecture / Conte;;;Entrée libre
Bright Star de Jane Campion, GB, 2009, 1h59, Vostf;Londres, 1818. Un jeune poète anglais de 23 ans, John Keats, et sa voisine Fanny Brawne entament une liaison amoureuse secrète.;;Médiathèque Centrale Federico Fellini;34000;Montpellier;Occitanie;Hérault;Projection;;;Entrée libre
Voyage entre le livre et la parole sur des airs haïtiens;Spectacle qui allie contes traditionnels et littérature entre Haïti et la France;"contes;Haïti;culture haïtienne;Jude Joseph";Bibliothèque Charlotte Delbo;91270;Vigneux-sur-Seine;Île-de-France;Essonne;Lecture / Conte;;;Sur inscription
Lectures de nouvelles;Lecture publique de nouvelles, écrites par les abonnés de la médiathèque, sur le thème de la nuit;;Médiathèque du Creusot;71200;Le Creusot;Bourgogne-Franche-Comté;Saône-et-Loire;Lecture / Conte;;;Entrée libre
C'est beau une bibliothèque la nuit;Visite insolite de nuit;"Visite;Médiathèque;lecture";Médiathèque municipale de La Roche-sur-Foron;74800;La Roche-sur-Foron;Auvergne-Rhône-Alpes;Haute-Savoie;Visite guidée / visite insolite;12;80;Sur inscription
Nuit noire de la lecture;Restitution du PAG LIRE ECRIRE DIRE LE ROMAN POLICIER avec les enfants des classes participante et les artistes associés;"lecture;dédicace;RESTITUTION";Le Lavoir;51350;Cormontreuil;Grand Est;Marne;Lecture / Conte;;;Sur inscription
Partageons mets et mots;Nous allons partager nos coups de cœur en lecture et gastronomie;"musique;contes;dégustation;partage";Bibliothèque municipale de Clarac;31210;Clarac;Occitanie;Haute-Garonne;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Repas partagé;Du sucré, du salé...;"repas partagé;auberge espagnole;collation";Médiathèque François Mitterrand;31600;Muret;Occitanie;Haute-Garonne;Dégustation, buffet, collation…;;;Sur inscription
Lectures théâtralisées;Lectures théâtralisées par Alexandre Laval;;Bibliothèque centrale de Versailles;78000;Versailles;Île-de-France;Yvelines;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Quiz familial et littéraire;Quiz familial et littéraire.;;Médiathèque Sonia Delaunay;6410;Biot;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Atelier;8;99;Entrée libre
"Raconte-moi ""Le Petit Mouck""";Histoire racontée du Petit Mouck d'après le conte de Wilhem Hauff;;Salle communale du Petit Hall à Nant;12230;Nant;Occitanie;Aveyron;Lecture / Conte;4;99;Entrée libre
Soirée lectures en français et langues étrangères;Soirée lectures en français et en langues étrangères;;École Chauffour;26000;Valence;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;;99;Entrée libre
La Nuit des mondes fantastiques : Voyage en pyjama;Lectures pour voyager dans des mondes magiques. Venez en pyjama !;"lecture;cocooning;tapis;voyage;magie;fantastique;tente";Bibliothèque municipale d'Andouillé Neuville;35250;Andouillé-Neuville;Bretagne;Ille-et-Vilaine;Lecture / Conte;3;8;Entrée libre
Dégustation de galettes des rois !;Dégustation de galettes des rois préparées par les deux boulangers de Saint Jouan des Guérets.;dégustation - galette des rois;Bibliothèque municipale de Saint-Jouan-des-Guérets;35430;Saint-Jouan-des-Guérets;Bretagne;Ille-et-Vilaine;Dégustation, buffet, collation…;3;99;Entrée libre
Nos nuits sont plus belles que vos jours;Vos, nos textes préférés lus à voix haute;"lecture à voix haute;coups de coeur";Médiathèque municipale de Manduel;30129;Manduel;Occitanie;Gard;Lecture / Conte;;;Entrée libre
Conte lu et chanté avec l'artiste Chloé Lacan;Chloé Lacan, chanteuse et conteuse vient raconter des histoires aux petits et grands;conte chant animation chant petis lecture;CDI du collège Roland Vaudatin;50450;Gavray;Normandie;Manche;Lecture / Conte;2;10;Entrée libre
La librairie-capsule;Entretiens et signatures;"coups de cœur;Entretiens;signatures;écrivains contemporains";Mairie du 6e arrondissement de Paris;75006;Paris;Île-de-France;Paris;Rencontre d'auteur(s) et dédicace;;;Entrée libre
"""Les 7 gueules du dragon"" par la compagnie Les Volubiles";"Spectacle familiale à partir de 5 ans par la Compagnie ""Les Volubiles"" mélangeant marionnette, conte, théâtre, mouvement et chant.";;Médiathèque de Saint-Witz - Espace culturel La Tuilerie;95470;Saint-Witz;Île-de-France;Val-d'Oise;Spectacle (danse, concert, performance, théâtre…);5;100;Sur inscription
Les contes de la nuit;La Féé Elaera contera ses contes de la nuit pour les petites oreilles. Suivi d'une dégustation de soupe;"Contes;Enfants;Soupe";Médiathèque municipale d'Éteaux;74800;Etaux;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;4;7;Sur inscription
Rencontre avec Anne-Laure Bondoux;Rencontre avec Anne-Laure Bondoux !;;Médiathèque La Caserne aux livres;85610;La Bernardière;Pays de la Loire;Vendée;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Tisane ou digestif littéraire ?;Tisane ou digestif littéraire ?;;Médiathèque La Caserne aux livres;85610;La Bernardière;Pays de la Loire;Vendée;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
"""Les contes de la petite fille moche"" par son auteur Julien Daillère";Lecture par l’auteur : «Les contes de la petite fille moche» de Julien Daillère;lecture conte julien daillere;Médiathèque de Saint-Genis-les-Ollières;69290;Saint-Genis-les-Ollières;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;;;Entrée libre
Une nuit à la médiathèque;Passez une nuit à la médiathèque;"lectures;jeux;nuit;livres;pyjama";Médiathèque les Triboques;67170;Brumath;Grand Est;Bas-Rhin;Lecture / Conte;6;99;Sur inscription
"Lecture d'extraits du livre ""Pas vu Maurice"" par son autrice Laurence Hugues";Lecture de Laurence Hugues;"Hameau;Maurice;carnets;Laurence Hugues";Mairie de Noirétable;42440;Noirétable;Auvergne-Rhône-Alpes;Loire;Lecture / Conte;10;99;Entrée libre
"Soirée contes ""pour zoreilles gourmandes pour grandir et rêverire en liberté""";Soirée contes avec Ludovic Souliman: Contes pour zoreilles gourmandes, pour grandir et rêverire en liberté.;"Contes;gratuit;familiale";Médiathèque Le Trait d'Union;22940;Saint-Julien;Bretagne;Côtes-d'Armor;Lecture / Conte;2;99;Entrée libre
Soirée lecture;Lectures à voix haute sur le thème de la nature;"lecture;voix haute;nature";Médiathèque de Sées;61500;Sées;Normandie;Orne;Lecture / Conte;;;Entrée libre
Venez découvrir la littérature dans les collections de films de la BU !;Jeu-concours sur le thème de la littérature dans le cinéma. Places de cinéma et tots bag offerts par la cinémathèque Henri-LangloisTours.Tirage au sort le 17 janvier.;;Bibliothèque universitaire des Tanneurs;37250;Montbazon;Centre-Val de Loire;Indre-et-Loire;Concours;;;Sur inscription
Grandes lectures pour petites oreilles;Une heure du conte spéciale Nuit de la lecture;"pirate;histoire;conte";Médiathèque de l'Odyssée;28100;Dreux;Centre-Val de Loire;Eure-et-Loir;Lecture / Conte;3;10;Sur inscription
Chasse au trésor;Chasse au trésor dans les rayonnages de la médiathèque;"pirate;trésor;chasse;jeu";Médiathèque de l'Odyssée;28100;Dreux;Centre-Val de Loire;Eure-et-Loir;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;14;Sur inscription
LecturSong;De nombreuses lectures ponctuées d'intermèdes musicaux;"lecture;musique;quizz;voix haute;noir & blanc";Médiathèque de l'Odyssée;28100;Dreux;Centre-Val de Loire;Eure-et-Loir;Lecture / Conte;;;Entrée libre
Escape game Philidor;Un escape game pour retrouver la partition de Philidor;"escapre game;Philidor;partition";Médiathèque de l'Odyssée;28100;Dreux;Centre-Val de Loire;Eure-et-Loir;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);15;117;Sur inscription
Studio bookface;Se faire photographier avec son livre coup de cœur ou son héros ou héroïne préféré;;Médiathèque Ilot;50540;Isigny-le-Buat;Normandie;Manche;Atelier;5;99;Entrée libre
Le Petit Prince Slam !;conte poétique d'après le Petit Prince d'Antoine de Saint-Exupéry;"Le Petit Prince;Antoine de Saint-Exupéry Planétarium de Vaulx-en-Velin";Planétarium de Vaulx-en-Velin;69120;Vaulx-en-Velin;Auvergne-Rhône-Alpes;Métropole de Lyon;Spectacle (danse, concert, performance, théâtre…);7;99;Sur inscription
Initiation au yoga;Initiation au yoga avec Yokal Lyon;"detente;relaxation;initiation;zen;yoga;enfants";Médiathèque Lucie Aubrac;69200;Vénissieux;Auvergne-Rhône-Alpes;Rhône;Autre (précisez dans le champ ci-dessous);7;121;Sur inscription
La Nuit des mondes fantastiques : spectacle théâtral;La soirée sera cloturé par les représentations théâtrales des adultes et enfants de l'association Scène ta Graine;"théâtre;enfants;adultes;amateur";Salle municipale Andouillé-Neuville;35250;Andouillé-Neuville;Bretagne;Ille-et-Vilaine;Spectacle (danse, concert, performance, théâtre…);3;99;Entrée libre
